PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
492,0.0,3,0,0,21.0,0,0,7.25,0.0
493,0.0,1,0,0,55.0,0,0,30.5,0.0
494,0.0,1,0,0,71.0,0,0,49.5042,1.0
495,0.0,3,0,0,21.0,0,0,8.05,0.0
496,0.0,3,0,0,28.0,0,0,14.4583,1.0
497,1.0,1,2,1,54.0,1,0,78.2667,1.0
498,0.0,3,0,0,28.0,0,0,15.1,0.0
499,0.0,1,1,1,25.0,1,2,151.55,0.0
500,0.0,3,0,0,24.0,0,0,7.7958,0.0
501,0.0,3,0,0,17.0,0,0,8.6625,0.0
502,0.0,3,2,1,21.0,0,0,7.75,2.0
503,0.0,3,2,1,28.0,0,0,7.6292,2.0
504,0.0,3,2,1,37.0,0,0,9.5875,0.0
505,1.0,1,2,1,16.0,0,0,86.5,0.0
506,0.0,1,0,0,18.0,1,0,108.9,1.0
507,1.0,2,1,1,33.0,0,2,26.0,0.0
508,1.0,1,0,0,28.0,0,0,26.55,0.0
509,0.0,3,0,0,28.0,0,0,22.525,0.0
510,1.0,3,0,0,26.0,0,0,56.4958,0.0
511,1.0,3,0,0,29.0,0,0,7.75,2.0
512,0.0,3,0,0,28.0,0,0,8.05,0.0
513,1.0,1,0,0,36.0,0,0,26.2875,0.0
514,1.0,1,1,1,54.0,1,0,59.4,1.0
515,0.0,3,0,0,24.0,0,0,7.4958,0.0
516,0.0,1,0,0,47.0,0,0,34.0208,0.0
517,1.0,2,1,1,34.0,0,0,10.5,0.0
518,0.0,3,0,0,28.0,0,0,24.15,2.0
519,1.0,2,1,1,36.0,1,0,26.0,0.0
520,0.0,3,0,0,32.0,0,0,7.8958,0.0
521,1.0,1,2,1,30.0,0,0,93.5,0.0
522,0.0,3,0,0,22.0,0,0,7.8958,0.0
523,0.0,3,0,0,28.0,0,0,7.225,1.0
524,1.0,1,1,1,44.0,0,1,57.9792,1.0
525,0.0,3,0,0,28.0,0,0,7.2292,1.0
526,0.0,3,0,0,40.5,0,0,7.75,2.0
527,1.0,2,2,1,50.0,0,0,10.5,0.0
528,0.0,1,0,0,28.0,0,0,221.7792,0.0
529,0.0,3,0,0,39.0,0,0,7.925,0.0
530,0.0,2,0,0,23.0,2,1,11.5,0.0
531,1.0,2,2,1,2.0,1,1,26.0,0.0
532,0.0,3,0,0,28.0,0,0,7.2292,1.0
533,0.0,3,0,0,17.0,1,1,7.2292,1.0
534,1.0,3,1,1,28.0,0,2,22.3583,1.0
535,0.0,3,2,1,30.0,0,0,8.6625,0.0
536,1.0,2,2,1,7.0,0,2,26.25,0.0
537,0.0,1,9,0,45.0,0,0,26.55,0.0
538,1.0,1,2,1,30.0,0,0,106.425,1.0
539,0.0,3,0,0,28.0,0,0,14.5,0.0
540,1.0,1,2,1,22.0,0,2,49.5,1.0
541,1.0,1,2,1,36.0,0,2,71.0,0.0
542,0.0,3,2,1,9.0,4,2,31.275,0.0
543,0.0,3,2,1,11.0,4,2,31.275,0.0
544,1.0,2,0,0,32.0,1,0,26.0,0.0
545,0.0,1,0,0,50.0,1,0,106.425,1.0
546,0.0,1,0,0,64.0,0,0,26.0,0.0
547,1.0,2,1,1,19.0,1,0,26.0,0.0
548,1.0,2,0,0,28.0,0,0,13.8625,1.0
549,0.0,3,0,0,33.0,1,1,20.525,0.0
550,1.0,2,3,0,8.0,1,1,36.75,0.0
551,1.0,1,0,0,17.0,0,2,110.8833,1.0
552,0.0,2,0,0,27.0,0,0,26.0,0.0
553,0.0,3,0,0,28.0,0,0,7.8292,2.0
554,1.0,3,0,0,22.0,0,0,7.225,1.0
555,1.0,3,2,1,22.0,0,0,7.775,0.0
556,0.0,1,0,0,62.0,0,0,26.55,0.0
557,1.0,1,10,1,48.0,1,0,39.6,1.0
558,0.0,1,0,0,28.0,0,0,227.525,1.0
559,1.0,1,1,1,39.0,1,1,79.65,0.0
560,1.0,3,1,1,36.0,1,0,17.4,0.0
561,0.0,3,0,0,28.0,0,0,7.75,2.0
562,0.0,3,0,0,40.0,0,0,7.8958,0.0
563,0.0,2,0,0,28.0,0,0,13.5,0.0
564,0.0,3,0,0,28.0,0,0,8.05,0.0
565,0.0,3,2,1,28.0,0,0,8.05,0.0
566,0.0,3,0,0,24.0,2,0,24.15,0.0
567,0.0,3,0,0,19.0,0,0,7.8958,0.0
568,0.0,3,1,1,29.0,0,4,21.075,0.0
569,0.0,3,0,0,28.0,0,0,7.2292,1.0
570,1.0,3,0,0,32.0,0,0,7.8542,0.0
571,1.0,2,0,0,62.0,0,0,10.5,0.0
572,1.0,1,1,1,53.0,2,0,51.4792,0.0
573,1.0,1,0,0,36.0,0,0,26.3875,0.0
574,1.0,3,2,1,28.0,0,0,7.75,2.0
575,0.0,3,0,0,16.0,0,0,8.05,0.0
576,0.0,3,0,0,19.0,0,0,14.5,0.0
577,1.0,2,2,1,34.0,0,0,13.0,0.0
578,1.0,1,1,1,39.0,1,0,55.9,0.0
579,0.0,3,1,1,28.0,1,0,14.4583,1.0
580,1.0,3,0,0,32.0,0,0,7.925,0.0
581,1.0,2,2,1,25.0,1,1,30.0,0.0
582,1.0,1,1,1,39.0,1,1,110.8833,1.0
583,0.0,2,0,0,54.0,0,0,26.0,0.0
584,0.0,1,0,0,36.0,0,0,40.125,1.0
585,0.0,3,0,0,28.0,0,0,8.7125,1.0
586,1.0,1,2,1,18.0,0,2,79.65,0.0
587,0.0,2,0,0,47.0,0,0,15.0,0.0
588,1.0,1,0,0,60.0,1,1,79.2,1.0
589,0.0,3,0,0,22.0,0,0,8.05,0.0
590,0.0,3,0,0,28.0,0,0,8.05,0.0
591,0.0,3,0,0,35.0,0,0,7.125,0.0
592,1.0,1,1,1,52.0,1,0,78.2667,1.0
593,0.0,3,0,0,47.0,0,0,7.25,0.0
594,0.0,3,2,1,28.0,0,2,7.75,2.0
595,0.0,2,0,0,37.0,1,0,26.0,0.0
596,0.0,3,0,0,36.0,1,1,24.15,0.0
597,1.0,2,2,1,28.0,0,0,33.0,0.0
598,0.0,3,0,0,49.0,0,0,0.0,0.0
599,0.0,3,0,0,28.0,0,0,7.225,1.0
600,1.0,1,11,0,49.0,1,0,56.9292,1.0
601,1.0,2,1,1,24.0,2,1,27.0,0.0
602,0.0,3,0,0,28.0,0,0,7.8958,0.0
603,0.0,1,0,0,28.0,0,0,42.4,0.0
604,0.0,3,0,0,44.0,0,0,8.05,0.0
605,1.0,1,0,0,35.0,0,0,26.55,1.0
606,0.0,3,0,0,36.0,1,0,15.55,0.0
607,0.0,3,0,0,30.0,0,0,7.8958,0.0
608,1.0,1,0,0,27.0,0,0,30.5,0.0
609,1.0,2,1,1,22.0,1,2,41.5792,1.0
610,1.0,1,2,1,40.0,0,0,153.4625,0.0
611,0.0,3,1,1,39.0,1,5,31.275,0.0
612,0.0,3,0,0,28.0,0,0,7.05,0.0
613,1.0,3,2,1,28.0,1,0,15.5,2.0
614,0.0,3,0,0,28.0,0,0,7.75,2.0
615,0.0,3,0,0,35.0,0,0,8.05,0.0
616,1.0,2,2,1,24.0,1,2,65.0,0.0
617,0.0,3,0,0,34.0,1,1,14.4,0.0
618,0.0,3,1,1,26.0,1,0,16.1,0.0
619,1.0,2,2,1,4.0,2,1,39.0,0.0
620,0.0,2,0,0,26.0,0,0,10.5,0.0
621,0.0,3,0,0,27.0,1,0,14.4542,1.0
622,1.0,1,0,0,42.0,1,0,52.5542,0.0
623,1.0,3,0,0,20.0,1,1,15.7417,1.0
624,0.0,3,0,0,21.0,0,0,7.8542,0.0
625,0.0,3,0,0,21.0,0,0,16.1,0.0
626,0.0,1,0,0,61.0,0,0,32.3208,0.0
627,0.0,2,5,0,57.0,0,0,12.35,2.0
628,1.0,1,2,1,21.0,0,0,77.9583,0.0
629,0.0,3,0,0,26.0,0,0,7.8958,0.0
630,0.0,3,0,0,28.0,0,0,7.7333,2.0
631,1.0,1,0,0,80.0,0,0,30.0,0.0
632,0.0,3,0,0,51.0,0,0,7.0542,0.0
633,1.0,1,6,0,32.0,0,0,30.5,1.0
634,0.0,1,0,0,28.0,0,0,0.0,0.0
635,0.0,3,2,1,9.0,3,2,27.9,0.0
636,1.0,2,2,1,28.0,0,0,13.0,0.0
637,0.0,3,0,0,32.0,0,0,7.925,0.0
638,0.0,2,0,0,31.0,1,1,26.25,0.0
639,0.0,3,1,1,41.0,0,5,39.6875,0.0
640,0.0,3,0,0,28.0,1,0,16.1,0.0
641,0.0,3,0,0,20.0,0,0,7.8542,0.0
642,1.0,1,12,1,24.0,0,0,69.3,1.0
643,0.0,3,2,1,2.0,3,2,27.9,0.0
644,1.0,3,0,0,28.0,0,0,56.4958,0.0
645,1.0,3,2,1,0.75,2,1,19.2583,1.0
646,1.0,1,0,0,48.0,1,0,76.7292,1.0
647,0.0,3,0,0,19.0,0,0,7.8958,0.0
648,1.0,1,13,0,56.0,0,0,35.5,1.0
649,0.0,3,0,0,28.0,0,0,7.55,0.0
650,1.0,3,2,1,23.0,0,0,7.55,0.0
651,0.0,3,0,0,28.0,0,0,7.8958,0.0
652,1.0,2,2,1,18.0,0,1,23.0,0.0
653,0.0,3,0,0,21.0,0,0,8.4333,0.0
654,1.0,3,2,1,28.0,0,0,7.8292,2.0
655,0.0,3,2,1,18.0,0,0,6.75,2.0
656,0.0,2,0,0,24.0,2,0,73.5,0.0
657,0.0,3,0,0,28.0,0,0,7.8958,0.0
658,0.0,3,1,1,32.0,1,1,15.5,2.0
659,0.0,2,0,0,23.0,0,0,13.0,0.0
660,0.0,1,0,0,58.0,0,2,113.275,1.0
661,1.0,1,6,0,50.0,2,0,133.65,0.0
662,0.0,3,0,0,40.0,0,0,7.225,1.0
663,0.0,1,0,0,47.0,0,0,25.5875,0.0
664,0.0,3,0,0,36.0,0,0,7.4958,0.0
665,1.0,3,0,0,20.0,1,0,7.925,0.0
666,0.0,2,0,0,32.0,2,0,73.5,0.0
667,0.0,2,0,0,25.0,0,0,13.0,0.0
668,0.0,3,0,0,28.0,0,0,7.775,0.0
669,0.0,3,0,0,43.0,0,0,8.05,0.0
670,1.0,1,1,1,28.0,1,0,52.0,0.0
671,1.0,2,1,1,40.0,1,1,39.0,0.0
672,0.0,1,0,0,31.0,1,0,52.0,0.0
673,0.0,2,0,0,70.0,0,0,10.5,0.0
674,1.0,2,0,0,31.0,0,0,13.0,0.0
675,0.0,2,0,0,28.0,0,0,0.0,0.0
676,0.0,3,0,0,18.0,0,0,7.775,0.0
677,0.0,3,0,0,24.5,0,0,8.05,0.0
678,1.0,3,2,1,18.0,0,0,9.8417,0.0
679,0.0,3,1,1,43.0,1,6,46.9,0.0
680,1.0,1,0,0,36.0,0,1,512.3292,1.0
681,0.0,3,2,1,28.0,0,0,8.1375,2.0
682,1.0,1,0,0,27.0,0,0,76.7292,1.0
683,0.0,3,0,0,20.0,0,0,9.225,0.0
684,0.0,3,0,0,14.0,5,2,46.9,0.0
685,0.0,2,0,0,60.0,1,1,39.0,0.0
686,0.0,2,0,0,25.0,1,2,41.5792,1.0
687,0.0,3,0,0,14.0,4,1,39.6875,0.0
688,0.0,3,0,0,19.0,0,0,10.1708,0.0
689,0.0,3,0,0,18.0,0,0,7.7958,0.0
690,1.0,1,2,1,15.0,0,1,211.3375,0.0
691,1.0,1,0,0,31.0,1,0,57.0,0.0
692,1.0,3,2,1,4.0,0,1,13.4167,1.0
693,1.0,3,0,0,28.0,0,0,56.4958,0.0
694,0.0,3,0,0,25.0,0,0,7.225,1.0
695,0.0,1,13,0,60.0,0,0,26.55,0.0
696,0.0,2,0,0,52.0,0,0,13.5,0.0
697,0.0,3,0,0,44.0,0,0,8.05,0.0
698,1.0,3,2,1,28.0,0,0,7.7333,2.0
699,0.0,1,0,0,49.0,1,1,110.8833,1.0
700,0.0,3,0,0,42.0,0,0,7.65,0.0
701,1.0,1,1,1,18.0,1,0,227.525,1.0
702,1.0,1,0,0,35.0,0,0,26.2875,0.0
703,0.0,3,2,1,18.0,0,1,14.4542,1.0
704,0.0,3,0,0,25.0,0,0,7.7417,2.0
705,0.0,3,0,0,26.0,1,0,7.8542,0.0
706,0.0,2,0,0,39.0,0,0,26.0,0.0
707,1.0,2,1,1,45.0,0,0,13.5,0.0
708,1.0,1,0,0,42.0,0,0,26.2875,0.0
709,1.0,1,2,1,22.0,0,0,151.55,0.0
710,1.0,3,3,0,28.0,1,1,15.2458,1.0
711,1.0,1,12,1,24.0,0,0,49.5042,1.0
712,0.0,1,0,0,28.0,0,0,26.55,0.0
713,1.0,1,0,0,48.0,1,0,52.0,0.0
714,0.0,3,0,0,29.0,0,0,9.4833,0.0
715,0.0,2,0,0,52.0,0,0,13.0,0.0
716,0.0,3,0,0,19.0,0,0,7.65,0.0
717,1.0,1,2,1,38.0,0,0,227.525,1.0
718,1.0,2,2,1,27.0,0,0,10.5,0.0
719,0.0,3,0,0,28.0,0,0,15.5,2.0
720,0.0,3,0,0,33.0,0,0,7.775,0.0
721,1.0,2,2,1,6.0,0,1,33.0,0.0
722,0.0,3,0,0,17.0,1,0,7.0542,0.0
723,0.0,2,0,0,34.0,0,0,13.0,0.0
724,0.0,2,0,0,50.0,0,0,13.0,0.0
725,1.0,1,0,0,27.0,1,0,53.1,0.0
726,0.0,3,0,0,20.0,0,0,8.6625,0.0
727,1.0,2,1,1,30.0,3,0,21.0,0.0
728,1.0,3,2,1,28.0,0,0,7.7375,2.0
729,0.0,2,0,0,25.0,1,0,26.0,0.0
730,0.0,3,2,1,25.0,1,0,7.925,0.0
731,1.0,1,2,1,29.0,0,0,211.3375,0.0
732,0.0,3,0,0,11.0,0,0,18.7875,1.0
733,0.0,2,0,0,28.0,0,0,0.0,0.0
734,0.0,2,0,0,23.0,0,0,13.0,0.0
735,0.0,2,0,0,23.0,0,0,13.0,0.0
736,0.0,3,0,0,28.5,0,0,16.1,0.0
737,0.0,3,1,1,48.0,1,3,34.375,0.0
738,1.0,1,0,0,35.0,0,0,512.3292,1.0
739,0.0,3,0,0,28.0,0,0,7.8958,0.0
740,0.0,3,0,0,28.0,0,0,7.8958,0.0
741,1.0,1,0,0,28.0,0,0,30.0,0.0
742,0.0,1,0,0,36.0,1,0,78.85,0.0
743,1.0,1,2,1,21.0,2,2,262.375,1.0
744,0.0,3,0,0,24.0,1,0,16.1,0.0
745,1.0,3,0,0,31.0,0,0,7.925,0.0
746,0.0,1,14,0,70.0,1,1,71.0,0.0
747,0.0,3,0,0,16.0,1,1,20.25,0.0
748,1.0,2,2,1,30.0,0,0,13.0,0.0
749,0.0,1,0,0,19.0,1,0,53.1,0.0
750,0.0,3,0,0,31.0,0,0,7.75,2.0
751,1.0,2,2,1,4.0,1,1,23.0,0.0
752,1.0,3,3,0,6.0,0,1,12.475,0.0
753,0.0,3,0,0,33.0,0,0,9.5,0.0
754,0.0,3,0,0,23.0,0,0,7.8958,0.0
755,1.0,2,1,1,48.0,1,2,65.0,0.0
756,1.0,2,3,0,0.67,1,1,14.5,0.0
757,0.0,3,0,0,28.0,0,0,7.7958,0.0
758,0.0,2,0,0,18.0,0,0,11.5,0.0
759,0.0,3,0,0,34.0,0,0,8.05,0.0
760,1.0,1,15,1,33.0,0,0,86.5,0.0
761,0.0,3,0,0,28.0,0,0,14.5,0.0
762,0.0,3,0,0,41.0,0,0,7.125,0.0
763,1.0,3,0,0,20.0,0,0,7.2292,1.0
764,1.0,1,1,1,36.0,1,2,120.0,0.0
765,0.0,3,0,0,16.0,0,0,7.775,0.0
766,1.0,1,1,1,51.0,1,0,77.9583,0.0
767,0.0,1,6,0,28.0,0,0,39.6,1.0
768,0.0,3,2,1,30.5,0,0,7.75,2.0
769,0.0,3,0,0,28.0,1,0,24.15,2.0
770,0.0,3,0,0,32.0,0,0,8.3625,0.0
771,0.0,3,0,0,24.0,0,0,9.5,0.0
772,0.0,3,0,0,48.0,0,0,7.8542,0.0
773,0.0,2,1,1,57.0,0,0,10.5,0.0
774,0.0,3,0,0,28.0,0,0,7.225,1.0
775,1.0,2,1,1,54.0,1,3,23.0,0.0
776,0.0,3,0,0,18.0,0,0,7.75,0.0
777,0.0,3,0,0,28.0,0,0,7.75,2.0
778,1.0,3,2,1,5.0,0,0,12.475,0.0
779,0.0,3,0,0,28.0,0,0,7.7375,2.0
780,1.0,1,1,1,43.0,0,1,211.3375,0.0
781,1.0,3,2,1,13.0,0,0,7.2292,1.0
782,1.0,1,1,1,17.0,1,0,57.0,0.0
783,0.0,1,0,0,29.0,0,0,30.0,0.0
784,0.0,3,0,0,28.0,1,2,23.45,0.0
785,0.0,3,0,0,25.0,0,0,7.05,0.0
786,0.0,3,0,0,25.0,0,0,7.25,0.0
787,1.0,3,2,1,18.0,0,0,7.4958,0.0
788,0.0,3,3,0,8.0,4,1,29.125,2.0
789,1.0,3,3,0,1.0,1,2,20.575,0.0
790,0.0,1,0,0,46.0,0,0,79.2,1.0
791,0.0,3,0,0,28.0,0,0,7.75,2.0
792,0.0,2,0,0,16.0,0,0,26.0,0.0
793,0.0,3,2,1,28.0,8,2,69.55,0.0
794,0.0,1,0,0,28.0,0,0,30.6958,1.0
795,0.0,3,0,0,25.0,0,0,7.8958,0.0
796,0.0,2,0,0,39.0,0,0,13.0,0.0
797,1.0,1,6,1,49.0,0,0,25.9292,0.0
798,1.0,3,1,1,31.0,0,0,8.6833,0.0
799,0.0,3,0,0,30.0,0,0,7.2292,1.0
800,0.0,3,1,1,30.0,1,1,24.15,0.0
801,0.0,2,0,0,34.0,0,0,13.0,0.0
802,1.0,2,1,1,31.0,1,1,26.25,0.0
803,1.0,1,3,0,11.0,1,2,120.0,0.0
804,1.0,3,3,0,0.42,0,1,8.5167,1.0
805,1.0,3,0,0,27.0,0,0,6.975,0.0
806,0.0,3,0,0,31.0,0,0,7.775,0.0
807,0.0,1,0,0,39.0,0,0,0.0,0.0
808,0.0,3,2,1,18.0,0,0,7.775,0.0
809,0.0,2,0,0,39.0,0,0,13.0,0.0
810,1.0,1,1,1,33.0,1,0,53.1,0.0
811,0.0,3,0,0,26.0,0,0,7.8875,0.0
812,0.0,3,0,0,39.0,0,0,24.15,0.0
813,0.0,2,0,0,35.0,0,0,10.5,0.0
814,0.0,3,2,1,6.0,4,2,31.275,0.0
815,0.0,3,0,0,30.5,0,0,8.05,0.0
816,0.0,1,0,0,28.0,0,0,0.0,0.0
817,0.0,3,2,1,23.0,0,0,7.925,0.0
818,0.0,2,0,0,31.0,1,1,37.0042,1.0
819,0.0,3,0,0,43.0,0,0,6.45,0.0
820,0.0,3,3,0,10.0,3,2,27.9,0.0
821,1.0,1,1,1,52.0,1,1,93.5,0.0
822,1.0,3,0,0,27.0,0,0,8.6625,0.0
823,0.0,1,16,0,38.0,0,0,0.0,0.0
824,1.0,3,1,1,27.0,0,1,12.475,0.0
825,0.0,3,3,0,2.0,4,1,39.6875,0.0
826,0.0,3,0,0,28.0,0,0,6.95,2.0
827,0.0,3,0,0,28.0,0,0,56.4958,0.0
828,1.0,2,3,0,1.0,0,2,37.0042,1.0
829,1.0,3,0,0,28.0,0,0,7.75,2.0
830,1.0,1,1,1,62.0,0,0,80.0,
831,1.0,3,1,1,15.0,1,0,14.4542,1.0
832,1.0,2,3,0,0.83,1,1,18.75,0.0
833,0.0,3,0,0,28.0,0,0,7.2292,1.0
834,0.0,3,0,0,23.0,0,0,7.8542,0.0
835,0.0,3,0,0,18.0,0,0,8.3,0.0
836,1.0,1,2,1,39.0,1,1,83.1583,1.0
837,0.0,3,0,0,21.0,0,0,8.6625,0.0
838,0.0,3,0,0,28.0,0,0,8.05,0.0
839,1.0,3,0,0,32.0,0,0,56.4958,0.0
840,1.0,1,0,0,28.0,0,0,29.7,1.0
841,0.0,3,0,0,20.0,0,0,7.925,0.0
842,0.0,2,0,0,16.0,0,0,10.5,0.0
843,1.0,1,2,1,30.0,0,0,31.0,1.0
844,0.0,3,0,0,34.5,0,0,6.4375,1.0
845,0.0,3,0,0,17.0,0,0,8.6625,0.0
846,0.0,3,0,0,42.0,0,0,7.55,0.0
847,0.0,3,0,0,28.0,8,2,69.55,0.0
848,0.0,3,0,0,35.0,0,0,7.8958,1.0
849,0.0,2,5,0,28.0,0,1,33.0,0.0
850,1.0,1,1,1,28.0,1,0,89.1042,1.0
851,0.0,3,3,0,4.0,4,2,31.275,0.0
852,0.0,3,0,0,74.0,0,0,7.775,0.0
853,0.0,3,2,1,9.0,1,1,15.2458,1.0
854,1.0,1,2,1,16.0,0,1,39.4,0.0
855,0.0,2,1,1,44.0,1,0,26.0,0.0
856,1.0,3,1,1,18.0,0,1,9.35,0.0
857,1.0,1,1,1,45.0,1,1,164.8667,0.0
858,1.0,1,0,0,51.0,0,0,26.55,0.0
859,1.0,3,1,1,24.0,0,3,19.2583,1.0
860,0.0,3,0,0,28.0,0,0,7.2292,1.0
861,0.0,3,0,0,41.0,2,0,14.1083,0.0
862,0.0,2,0,0,21.0,1,0,11.5,0.0
863,1.0,1,1,1,48.0,0,0,25.9292,0.0
864,0.0,3,2,1,28.0,8,2,69.55,0.0
865,0.0,2,0,0,24.0,0,0,13.0,0.0
866,1.0,2,1,1,42.0,0,0,13.0,0.0
867,1.0,2,2,1,27.0,1,0,13.8583,1.0
868,0.0,1,0,0,31.0,0,0,50.4958,0.0
869,0.0,3,0,0,28.0,0,0,9.5,0.0
870,1.0,3,3,0,4.0,1,1,11.1333,0.0
871,0.0,3,0,0,26.0,0,0,7.8958,0.0
872,1.0,1,1,1,47.0,1,1,52.5542,0.0
873,0.0,1,0,0,33.0,0,0,5.0,0.0
874,0.0,3,0,0,47.0,0,0,9.0,0.0
875,1.0,2,1,1,28.0,1,0,24.0,1.0
876,1.0,3,2,1,15.0,0,0,7.225,1.0
877,0.0,3,0,0,20.0,0,0,9.8458,0.0
878,0.0,3,0,0,19.0,0,0,7.8958,0.0
879,0.0,3,0,0,28.0,0,0,7.8958,0.0
880,1.0,1,1,1,56.0,0,1,83.1583,1.0
881,1.0,2,1,1,25.0,0,1,26.0,0.0
882,0.0,3,0,0,33.0,0,0,7.8958,0.0
883,0.0,3,2,1,22.0,0,0,10.5167,0.0
884,0.0,2,0,0,28.0,0,0,10.5,0.0
885,0.0,3,0,0,25.0,0,0,7.05,0.0
886,0.0,3,1,1,39.0,0,5,29.125,2.0
887,0.0,2,5,0,27.0,0,0,13.0,0.0
888,1.0,1,2,1,19.0,0,0,30.0,0.0
889,0.0,3,2,1,28.0,1,2,23.45,0.0
890,1.0,1,0,0,26.0,0,0,30.0,1.0
891,0.0,3,0,0,32.0,0,0,7.75,2.0
892,,3,0,0,34.5,0,0,7.8292,2.0
893,,3,1,1,47.0,1,0,7.0,0.0
894,,2,0,1,62.0,0,0,9.6875,2.0
895,,3,0,1,27.0,0,0,8.6625,0.0
896,,3,1,0,22.0,1,1,12.2875,0.0
897,,3,0,0,14.0,0,0,9.225,0.0
898,,3,2,0,30.0,0,0,7.6292,2.0
899,,2,0,0,26.0,1,1,29.0,0.0
900,,3,1,1,18.0,0,0,7.2292,1.0
901,,3,0,1,21.0,2,0,24.15,0.0
902,,3,0,1,28.0,0,0,7.8958,0.0
903,,1,0,1,46.0,0,0,26.0,0.0
904,,1,1,0,23.0,1,0,82.2667,0.0
905,,2,0,0,63.0,1,0,26.0,0.0
906,,1,1,1,47.0,1,0,61.175,0.0
907,,2,1,1,24.0,1,0,27.7208,1.0
908,,2,0,0,35.0,0,0,12.35,2.0
909,,3,0,0,21.0,0,0,7.225,1.0
910,,3,2,1,27.0,1,0,7.925,0.0
911,,3,1,1,45.0,0,0,7.225,1.0
912,,1,0,0,55.0,1,0,59.4,1.0
913,,3,3,0,9.0,0,1,3.1708,0.0
914,,1,1,1,28.0,0,0,31.6833,0.0
915,,1,0,0,21.0,0,1,61.3792,1.0
916,,1,1,1,48.0,1,3,262.375,1.0
917,,3,0,1,50.0,1,0,14.5,0.0
918,,1,2,0,22.0,0,1,61.9792,1.0
919,,3,0,0,22.5,0,0,7.225,1.0
920,,1,0,1,41.0,0,0,30.5,0.0
921,,3,0,0,28.0,2,0,21.6792,1.0
922,,2,0,0,50.0,1,0,26.0,0.0
923,,2,0,1,24.0,2,0,31.5,0.0
924,,3,1,1,33.0,1,2,20.575,0.0
925,,3,1,0,28.0,1,2,23.45,0.0
926,,1,0,0,30.0,1,0,57.75,1.0
927,,3,0,0,18.5,0,0,7.2292,1.0
928,,3,2,0,28.0,0,0,8.05,0.0
929,,3,2,0,21.0,0,0,8.6625,0.0
930,,3,0,1,25.0,0,0,9.5,0.0
931,,3,0,1,28.0,0,0,56.4958,0.0
932,,3,0,1,39.0,0,1,13.4167,1.0
933,,1,0,1,28.0,0,0,26.55,0.0
934,,3,0,0,41.0,0,0,7.85,0.0
935,,2,1,1,30.0,0,0,13.0,0.0
936,,1,1,1,45.0,1,0,52.5542,0.0
937,,3,0,0,25.0,0,0,7.925,0.0
938,,1,0,0,45.0,0,0,29.7,1.0
939,,3,0,1,28.0,0,0,7.75,2.0
940,,1,1,0,60.0,0,0,76.2917,1.0
941,,3,1,1,36.0,0,2,15.9,0.0
942,,1,0,0,24.0,1,0,60.0,0.0
943,,2,0,0,27.0,0,0,15.0333,1.0
944,,2,2,1,20.0,2,1,23.0,0.0
945,,1,2,1,28.0,3,2,263.0,0.0
946,,2,0,0,28.0,0,0,15.5792,1.0
947,,3,3,0,10.0,4,1,29.125,2.0
948,,3,0,1,35.0,0,0,7.8958,0.0
949,,3,0,0,25.0,0,0,7.65,0.0
950,,3,0,1,28.0,1,0,16.1,0.0
951,,1,2,0,36.0,0,0,262.375,1.0
952,,3,0,0,17.0,0,0,7.8958,0.0
953,,2,0,1,32.0,0,0,13.5,0.0
954,,3,0,0,18.0,0,0,7.75,0.0
955,,3,2,0,22.0,0,0,7.725,2.0
956,,1,3,0,13.0,2,2,262.375,1.0
957,,2,1,0,28.0,0,0,21.0,0.0
958,,3,2,1,18.0,0,0,7.8792,2.0
959,,1,0,0,47.0,0,0,42.4,0.0
960,,1,0,1,31.0,0,0,28.5375,1.0
961,,1,1,0,60.0,1,4,263.0,0.0
962,,3,2,0,24.0,0,0,7.75,2.0
963,,3,0,1,21.0,0,0,7.8958,0.0
964,,3,2,0,29.0,0,0,7.925,0.0
965,,1,0,0,28.5,0,0,27.7208,1.0
966,,1,2,0,35.0,0,0,211.5,1.0
967,,1,0,0,32.5,0,0,211.5,1.0
968,,3,0,0,28.0,0,0,8.05,0.0
969,,1,1,0,55.0,2,0,25.7,0.0
970,,2,0,0,30.0,0,0,13.0,0.0
971,,3,2,1,24.0,0,0,7.75,2.0
972,,3,3,0,6.0,1,1,15.2458,1.0
973,,1,0,0,67.0,1,0,221.7792,0.0
974,,1,0,1,49.0,0,0,26.0,0.0
975,,3,0,0,28.0,0,0,7.8958,0.0
976,,2,0,1,28.0,0,0,10.7083,2.0
977,,3,0,1,28.0,1,0,14.4542,1.0
978,,3,2,0,27.0,0,0,7.8792,2.0
979,,3,2,0,18.0,0,0,8.05,0.0
980,,3,8,1,28.0,0,0,7.75,2.0
981,,2,3,0,2.0,1,1,23.0,0.0
982,,3,1,0,22.0,1,0,13.9,0.0
983,,3,0,0,28.0,0,0,7.775,0.0
984,,1,1,0,27.0,1,2,52.0,0.0
985,,3,0,0,28.0,0,0,8.05,0.0
986,,1,0,0,25.0,0,0,26.0,1.0
987,,3,0,0,25.0,0,0,7.7958,0.0
988,,1,1,0,76.0,1,0,78.85,0.0
989,,3,0,0,29.0,0,0,7.925,0.0
990,,3,2,1,20.0,0,0,7.8542,0.0
991,,3,0,0,33.0,0,0,8.05,0.0
992,,1,1,1,43.0,1,0,55.4417,1.0
993,,2,0,0,27.0,1,0,26.0,0.0
994,,3,0,0,28.0,0,0,7.75,2.0
